baseline_level,merchant,provider,payment_method,country,weekday,hour,attempts,approvals,declines,approval_rate,average_amount,is_reliable
L1_FULL,Merchant_A,Adyen,PSE,CO,5,9,42,36,6,0.8571,133618.5,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,10,129,110,19,0.8527,126394.07,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,11,55,41,14,0.7455,124881.52,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,12,68,57,11,0.8382,134622.71,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,13,58,47,11,0.8103,123619.27,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,14,48,37,11,0.7708,125540.42,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,15,54,52,2,0.963,107045.39,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,16,57,46,11,0.807,120092.19,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,17,44,33,11,0.75,134854.54,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,18,46,40,6,0.8696,131096.57,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,19,42,38,4,0.9048,121304.79,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,20,33,30,3,0.9091,109427.64,True
L1_FULL,Merchant_A,Adyen,PSE,CO,5,21,10,7,3,0.7,114382.98,False
L1_FULL,Merchant_A,Adyen,PSE,CO,5,22,14,12,2,0.8571,120363.82,False
L1_FULL,Merchant_A,Adyen,PSE,CO,5,23,7,5,2,0.7143,94748.23,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,0,12,11,1,0.9167,162869.74,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,1,7,7,0,1.0,94413.0,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,2,1,1,0,1.0,76180.0,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,3,1,1,0,1.0,187033.49,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,5,3,3,0,1.0,117965.97,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,6,13,11,2,0.8462,114146.24,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,7,24,23,1,0.9583,100765.45,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,8,34,30,4,0.8824,104860.52,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,9,59,49,10,0.8305,124056.72,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,10,62,56,6,0.9032,116864.52,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,11,50,48,2,0.96,115144.33,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,12,71,65,6,0.9155,116857.71,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,13,59,50,9,0.8475,120273.96,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,14,66,58,8,0.8788,124943.52,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,15,56,43,13,0.7679,128180.05,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,16,47,45,2,0.9574,124873.38,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,17,52,44,8,0.8462,121819.27,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,18,46,43,3,0.9348,133565.94,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,19,33,29,4,0.8788,113120.23,True
L1_FULL,Merchant_A,Adyen,PSE,CO,6,20,24,18,6,0.75,109205.19,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,21,13,12,1,0.9231,133147.15,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,22,14,12,2,0.8571,116765.68,False
L1_FULL,Merchant_A,Adyen,PSE,CO,6,23,8,7,1,0.875,113548.12,False
L1_FULL,Merchant_A,Adyen,card,BR,0,0,9,6,3,0.6667,397.55,False
L1_FULL,Merchant_A,Adyen,card,BR,0,1,3,1,2,0.3333,177.77,False
L1_FULL,Merchant_A,Adyen,card,BR,0,2,1,1,0,1.0,161.41,False
L1_FULL,Merchant_A,Adyen,card,BR,0,3,4,4,0,1.0,329.52,False
L1_FULL,Merchant_A,Adyen,card,BR,0,4,2,2,0,1.0,407.88,False
L1_FULL,Merchant_A,Adyen,card,BR,0,5,3,3,0,1.0,136.15,False
L1_FULL,Merchant_A,Adyen,card,BR,0,6,16,15,1,0.9375,307.36,False
L1_FULL,Merchant_A,Adyen,card,BR,0,7,30,25,5,0.8333,285.83,True
L1_FULL,Merchant_A,Adyen,card,BR,0,8,40,36,4,0.9,309.44,True
L1_FULL,Merchant_A,Adyen,card,BR,0,9,50,48,2,0.96,254.31,True
L1_FULL,Merchant_A,Adyen,card,BR,0,10,63,54,9,0.8571,306.2,True
L1_FULL,Merchant_A,Adyen,card,BR,0,11,66,60,6,0.9091,314.4,True
L1_FULL,Merchant_A,Adyen,card,BR,0,12,79,73,6,0.9241,241.57,True
L1_FULL,Merchant_A,Adyen,card,BR,0,13,62,55,7,0.8871,318.3,True
L1_FULL,Merchant_A,Adyen,card,BR,0,14,45,44,1,0.9778,272.44,True
L1_FULL,Merchant_A,Adyen,card,BR,0,15,60,56,4,0.9333,290.65,True
L1_FULL,Merchant_A,Adyen,card,BR,0,16,42,40,2,0.9524,249.04,True
L1_FULL,Merchant_A,Adyen,card,BR,0,17,55,51,4,0.9273,293.73,True
L1_FULL,Merchant_A,Adyen,card,BR,0,18,42,37,5,0.881,316.56,True
L1_FULL,Merchant_A,Adyen,card,BR,0,19,37,35,2,0.9459,285.4,True
L1_FULL,Merchant_A,Adyen,card,BR,0,20,27,24,3,0.8889,280.89,False
L1_FULL,Merchant_A,Adyen,card,BR,0,21,15,12,3,0.8,268.9,False
L1_FULL,Merchant_A,Adyen,card,BR,0,22,5,5,0,1.0,314.86,False
L1_FULL,Merchant_A,Adyen,card,BR,0,23,5,5,0,1.0,302.81,False
L1_FULL,Merchant_A,Adyen,card,BR,1,0,5,5,0,1.0,242.92,False
L1_FULL,Merchant_A,Adyen,card,BR,1,1,1,1,0,1.0,283.54,False
L1_FULL,Merchant_A,Adyen,card,BR,1,2,4,4,0,1.0,283.18,False
L1_FULL,Merchant_A,Adyen,card,BR,1,3,3,2,1,0.6667,207.28,False
L1_FULL,Merchant_A,Adyen,card,BR,1,4,3,3,0,1.0,299.43,False
L1_FULL,Merchant_A,Adyen,card,BR,1,5,8,7,1,0.875,272.04,False
L1_FULL,Merchant_A,Adyen,card,BR,1,6,12,11,1,0.9167,266.79,False
L1_FULL,Merchant_A,Adyen,card,BR,1,7,31,29,2,0.9355,305.05,True
L1_FULL,Merchant_A,Adyen,card,BR,1,8,39,37,2,0.9487,277.16,True
L1_FULL,Merchant_A,Adyen,card,BR,1,9,53,50,3,0.9434,301.47,True
L1_FULL,Merchant_A,Adyen,card,BR,1,10,96,87,9,0.9062,260.15,True
L1_FULL,Merchant_A,Adyen,card,BR,1,11,65,59,6,0.9077,290.88,True
L1_FULL,Merchant_A,Adyen,card,BR,1,12,84,79,5,0.9405,303.76,True
L1_FULL,Merchant_A,Adyen,card,BR,1,13,60,56,4,0.9333,280.54,True
L1_FULL,Merchant_A,Adyen,card,BR,1,14,66,63,3,0.9545,284.15,True
L1_FULL,Merchant_A,Adyen,card,BR,1,15,47,42,5,0.8936,282.7,True
L1_FULL,Merchant_A,Adyen,card,BR,1,16,59,55,4,0.9322,265.42,True
L1_FULL,Merchant_A,Adyen,card,BR,1,17,38,37,1,0.9737,246.46,True
L1_FULL,Merchant_A,Adyen,card,BR,1,18,57,50,7,0.8772,263.18,True
L1_FULL,Merchant_A,Adyen,card,BR,1,19,39,38,1,0.9744,279.54,True
L1_FULL,Merchant_A,Adyen,card,BR,1,20,21,19,2,0.9048,307.48,False
L1_FULL,Merchant_A,Adyen,card,BR,1,21,16,16,0,1.0,292.28,False
L1_FULL,Merchant_A,Adyen,card,BR,1,22,10,10,0,1.0,308.53,False
L1_FULL,Merchant_A,Adyen,card,BR,1,23,4,4,0,1.0,364.47,False
L1_FULL,Merchant_A,Adyen,card,BR,2,0,9,8,1,0.8889,305.79,False
L1_FULL,Merchant_A,Adyen,card,BR,2,1,1,1,0,1.0,244.8,False
L1_FULL,Merchant_A,Adyen,card,BR,2,2,5,5,0,1.0,328.2,False
L1_FULL,Merchant_A,Adyen,card,BR,2,3,2,1,1,0.5,192.58,False
L1_FULL,Merchant_A,Adyen,card,BR,2,4,2,1,1,0.5,307.34,False
L1_FULL,Merchant_A,Adyen,card,BR,2,5,3,3,0,1.0,239.1,False
L1_FULL,Merchant_A,Adyen,card,BR,2,6,13,13,0,1.0,266.22,False
L1_FULL,Merchant_A,Adyen,card,BR,2,7,25,23,2,0.92,296.67,False
L1_FULL,Merchant_A,Adyen,card,BR,2,8,26,25,1,0.9615,368.08,False
L1_FULL,Merchant_A,Adyen,card,BR,2,9,60,56,4,0.9333,283.11,True
L1_FULL,Merchant_A,Adyen,card,BR,2,10,65,60,5,0.9231,279.26,True
L1_FULL,Merchant_A,Adyen,card,BR,2,11,69,64,5,0.9275,309.12,True
L1_FULL,Merchant_A,Adyen,card,BR,2,12,72,67,5,0.9306,313.9,True
L1_FULL,Merchant_A,Adyen,card,BR,2,13,75,68,7,0.9067,258.01,True
L1_FULL,Merchant_A,Adyen,card,BR,2,14,59,54,5,0.9153,273.95,True
L1_FULL,Merchant_A,Adyen,card,BR,2,15,52,46,6,0.8846,301.68,True
L1_FULL,Merchant_A,Adyen,card,BR,2,16,55,49,6,0.8909,289.17,True
L1_FULL,Merchant_A,Adyen,card,BR,2,17,67,61,6,0.9104,272.23,True
L1_FULL,Merchant_A,Adyen,card,BR,2,18,52,48,4,0.9231,289.81,True
L1_FULL,Merchant_A,Adyen,card,BR,2,19,33,31,2,0.9394,272.71,True
L1_FULL,Merchant_A,Adyen,card,BR,2,20,30,29,1,0.9667,291.21,True
L1_FULL,Merchant_A,Adyen,card,BR,2,21,19,19,0,1.0,309.69,False
L1_FULL,Merchant_A,Adyen,card,BR,2,22,7,7,0,1.0,294.67,False
L1_FULL,Merchant_A,Adyen,card,BR,2,23,9,8,1,0.8889,234.95,False
L1_FULL,Merchant_A,Adyen,card,BR,3,0,7,7,0,1.0,272.54,False
L1_FULL,Merchant_A,Adyen,card,BR,3,1,3,2,1,0.6667,355.57,False
L1_FULL,Merchant_A,Adyen,card,BR,3,2,2,2,0,1.0,513.42,False
L1_FULL,Merchant_A,Adyen,card,BR,3,3,3,3,0,1.0,194.01,False
L1_FULL,Merchant_A,Adyen,card,BR,3,4,1,1,0,1.0,333.88,False
L1_FULL,Merchant_A,Adyen,card,BR,3,5,8,7,1,0.875,310.95,False
L1_FULL,Merchant_A,Adyen,card,BR,3,6,13,11,2,0.8462,299.1,False
L1_FULL,Merchant_A,Adyen,card,BR,3,7,30,24,6,0.8,327.98,True
L1_FULL,Merchant_A,Adyen,card,BR,3,8,49,46,3,0.9388,288.88,True
L1_FULL,Merchant_A,Adyen,card,BR,3,9,47,43,4,0.9149,256.84,True
L1_FULL,Merchant_A,Adyen,card,BR,3,10,47,42,5,0.8936,280.53,True
L1_FULL,Merchant_A,Adyen,card,BR,3,11,74,67,7,0.9054,290.45,True
L1_FULL,Merchant_A,Adyen,card,BR,3,12,77,75,2,0.974,268.12,True
L1_FULL,Merchant_A,Adyen,card,BR,3,13,72,63,9,0.875,284.55,True
L1_FULL,Merchant_A,Adyen,card,BR,3,14,62,54,8,0.871,267.16,True
L1_FULL,Merchant_A,Adyen,card,BR,3,15,57,55,2,0.9649,301.97,True
L1_FULL,Merchant_A,Adyen,card,BR,3,16,49,46,3,0.9388,306.29,True
L1_FULL,Merchant_A,Adyen,card,BR,3,17,51,48,3,0.9412,308.2,True
L1_FULL,Merchant_A,Adyen,card,BR,3,18,49,45,4,0.9184,263.85,True
L1_FULL,Merchant_A,Adyen,card,BR,3,19,41,35,6,0.8537,268.62,True
L1_FULL,Merchant_A,Adyen,card,BR,3,20,32,31,1,0.9688,277.77,True
L1_FULL,Merchant_A,Adyen,card,BR,3,21,19,17,2,0.8947,294.6,False
L1_FULL,Merchant_A,Adyen,card,BR,3,22,9,9,0,1.0,327.64,False
L1_FULL,Merchant_A,Adyen,card,BR,3,23,3,3,0,1.0,145.43,False
L1_FULL,Merchant_A,Adyen,card,BR,4,0,4,3,1,0.75,151.07,False
L1_FULL,Merchant_A,Adyen,card,BR,4,1,6,5,1,0.8333,292.58,False
L1_FULL,Merchant_A,Adyen,card,BR,4,4,3,3,0,1.0,299.12,False
L1_FULL,Merchant_A,Adyen,card,BR,4,5,1,1,0,1.0,528.35,False
L1_FULL,Merchant_A,Adyen,card,BR,4,6,18,15,3,0.8333,293.36,False
L1_FULL,Merchant_A,Adyen,card,BR,4,7,27,27,0,1.0,262.7,False
L1_FULL,Merchant_A,Adyen,card,BR,4,8,42,41,1,0.9762,288.61,True
L1_FULL,Merchant_A,Adyen,card,BR,4,9,54,50,4,0.9259,260.16,True
L1_FULL,Merchant_A,Adyen,card,BR,4,10,73,69,4,0.9452,286.27,True
L1_FULL,Merchant_A,Adyen,card,BR,4,11,69,62,7,0.8986,270.39,True
L1_FULL,Merchant_A,Adyen,card,BR,4,12,63,55,8,0.873,294.08,True
L1_FULL,Merchant_A,Adyen,card,BR,4,13,50,46,4,0.92,258.62,True
L1_FULL,Merchant_A,Adyen,card,BR,4,14,65,63,2,0.9692,292.68,True
L1_FULL,Merchant_A,Adyen,card,BR,4,15,53,44,9,0.8302,312.03,True
L1_FULL,Merchant_A,Adyen,card,BR,4,16,61,56,5,0.918,286.7,True
L1_FULL,Merchant_A,Adyen,card,BR,4,17,49,45,4,0.9184,290.98,True
L1_FULL,Merchant_A,Adyen,card,BR,4,18,44,38,6,0.8636,266.89,True
L1_FULL,Merchant_A,Adyen,card,BR,4,19,43,39,4,0.907,276.31,True
L1_FULL,Merchant_A,Adyen,card,BR,4,20,30,26,4,0.8667,284.51,True
L1_FULL,Merchant_A,Adyen,card,BR,4,21,20,19,1,0.95,291.27,False
L1_FULL,Merchant_A,Adyen,card,BR,4,22,10,10,0,1.0,316.41,False
L1_FULL,Merchant_A,Adyen,card,BR,4,23,5,5,0,1.0,204.01,False
L1_FULL,Merchant_A,Adyen,card,BR,5,0,9,9,0,1.0,214.6,False
L1_FULL,Merchant_A,Adyen,card,BR,5,1,4,4,0,1.0,328.76,False
L1_FULL,Merchant_A,Adyen,card,BR,5,2,1,1,0,1.0,138.17,False
L1_FULL,Merchant_A,Adyen,card,BR,5,4,1,1,0,1.0,419.33,False
L1_FULL,Merchant_A,Adyen,card,BR,5,5,2,2,0,1.0,254.28,False
L1_FULL,Merchant_A,Adyen,card,BR,5,6,9,9,0,1.0,339.47,False
L1_FULL,Merchant_A,Adyen,card,BR,5,7,21,19,2,0.9048,263.55,False
L1_FULL,Merchant_A,Adyen,card,BR,5,8,39,38,1,0.9744,299.81,True
L1_FULL,Merchant_A,Adyen,card,BR,5,9,60,54,6,0.9,313.94,True
L1_FULL,Merchant_A,Adyen,card,BR,5,10,133,123,10,0.9248,262.6,True
L1_FULL,Merchant_A,Adyen,card,BR,5,11,76,72,4,0.9474,265.23,True
L1_FULL,Merchant_A,Adyen,card,BR,5,12,66,55,11,0.8333,251.06,True
L1_FULL,Merchant_A,Adyen,card,BR,5,13,59,57,2,0.9661,295.47,True
L1_FULL,Merchant_A,Adyen,card,BR,5,14,48,42,6,0.875,298.13,True
L1_FULL,Merchant_A,Adyen,card,BR,5,15,60,59,1,0.9833,263.18,True
L1_FULL,Merchant_A,Adyen,card,BR,5,16,42,39,3,0.9286,280.93,True
L1_FULL,Merchant_A,Adyen,card,BR,5,17,51,45,6,0.8824,243.96,True
L1_FULL,Merchant_A,Adyen,card,BR,5,18,41,38,3,0.9268,306.4,True
L1_FULL,Merchant_A,Adyen,card,BR,5,19,32,29,3,0.9062,310.25,True
L1_FULL,Merchant_A,Adyen,card,BR,5,20,29,26,3,0.8966,280.82,False
L1_FULL,Merchant_A,Adyen,card,BR,5,21,20,17,3,0.85,261.99,False
L1_FULL,Merchant_A,Adyen,card,BR,5,22,5,5,0,1.0,180.24,False
L1_FULL,Merchant_A,Adyen,card,BR,5,23,6,5,1,0.8333,302.4,False
L1_FULL,Merchant_A,Adyen,card,BR,6,0,10,7,3,0.7,274.76,False
L1_FULL,Merchant_A,Adyen,card,BR,6,1,7,5,2,0.7143,277.29,False
L1_FULL,Merchant_A,Adyen,card,BR,6,2,3,3,0,1.0,332.82,False
L1_FULL,Merchant_A,Adyen,card,BR,6,3,2,2,0,1.0,96.7,False
L1_FULL,Merchant_A,Adyen,card,BR,6,4,1,1,0,1.0,326.99,False
L1_FULL,Merchant_A,Adyen,card,BR,6,5,4,3,1,0.75,139.99,False
L1_FULL,Merchant_A,Adyen,card,BR,6,6,10,9,1,0.9,314.06,False
L1_FULL,Merchant_A,Adyen,card,BR,6,7,20,20,0,1.0,261.94,False
L1_FULL,Merchant_A,Adyen,card,BR,6,8,35,31,4,0.8857,266.24,True
L1_FULL,Merchant_A,Adyen,card,BR,6,9,40,36,4,0.9,331.14,True
L1_FULL,Merchant_A,Adyen,card,BR,6,10,53,49,4,0.9245,308.84,True
L1_FULL,Merchant_A,Adyen,card,BR,6,11,68,62,6,0.9118,290.09,True
L1_FULL,Merchant_A,Adyen,card,BR,6,12,72,69,3,0.9583,281.09,True
L1_FULL,Merchant_A,Adyen,card,BR,6,13,69,66,3,0.9565,240.0,True
L1_FULL,Merchant_A,Adyen,card,BR,6,14,66,61,5,0.9242,264.66,True
L1_FULL,Merchant_A,Adyen,card,BR,6,15,62,57,5,0.9194,285.37,True
L1_FULL,Merchant_A,Adyen,card,BR,6,16,52,48,4,0.9231,279.63,True
L1_FULL,Merchant_A,Adyen,card,BR,6,17,46,42,4,0.913,278.01,True
L1_FULL,Merchant_A,Adyen,card,BR,6,18,49,45,4,0.9184,262.17,True
L1_FULL,Merchant_A,Adyen,card,BR,6,19,35,31,4,0.8857,249.11,True
L1_FULL,Merchant_A,Adyen,card,BR,6,20,22,20,2,0.9091,308.44,False
L1_FULL,Merchant_A,Adyen,card,BR,6,21,9,9,0,1.0,315.62,False
L1_FULL,Merchant_A,Adyen,card,BR,6,22,7,6,1,0.8571,288.59,False
L1_FULL,Merchant_A,Adyen,card,BR,6,23,8,8,0,1.0,311.7,False
L1_FULL,Merchant_A,Adyen,card,CO,0,0,6,6,0,1.0,105422.99,False
L1_FULL,Merchant_A,Adyen,card,CO,0,1,2,2,0,1.0,119150.84,False
L1_FULL,Merchant_A,Adyen,card,CO,0,2,3,2,1,0.6667,130787.52,False
L1_FULL,Merchant_A,Adyen,card,CO,0,3,1,1,0,1.0,169132.14,False
L1_FULL,Merchant_A,Adyen,card,CO,0,4,3,3,0,1.0,68846.03,False
L1_FULL,Merchant_A,Adyen,card,CO,0,5,5,4,1,0.8,103366.91,False
L1_FULL,Merchant_A,Adyen,card,CO,0,6,11,10,1,0.9091,129599.66,False
L1_FULL,Merchant_A,Adyen,card,CO,0,7,31,30,1,0.9677,116333.13,True
L1_FULL,Merchant_A,Adyen,card,CO,0,8,33,29,4,0.8788,119234.6,True
L1_FULL,Merchant_A,Adyen,card,CO,0,9,55,50,5,0.9091,124162.98,True
L1_FULL,Merchant_A,Adyen,card,CO,0,10,58,53,5,0.9138,122034.91,True
L1_FULL,Merchant_A,Adyen,card,CO,0,11,73,62,11,0.8493,113606.99,True
L1_FULL,Merchant_A,Adyen,card,CO,0,12,64,60,4,0.9375,120652.13,True
L1_FULL,Merchant_A,Adyen,card,CO,0,13,63,54,9,0.8571,106441.64,True
L1_FULL,Merchant_A,Adyen,card,CO,0,14,57,53,4,0.9298,123986.81,True
L1_FULL,Merchant_A,Adyen,card,CO,0,15,49,47,2,0.9592,109666.19,True
L1_FULL,Merchant_A,Adyen,card,CO,0,16,39,33,6,0.8462,123590.3,True
L1_FULL,Merchant_A,Adyen,card,CO,0,17,53,49,4,0.9245,127358.22,True
L1_FULL,Merchant_A,Adyen,card,CO,0,18,33,29,4,0.8788,124593.18,True
L1_FULL,Merchant_A,Adyen,card,CO,0,19,30,27,3,0.9,128772.96,True
L1_FULL,Merchant_A,Adyen,card,CO,0,20,20,18,2,0.9,117128.08,False
L1_FULL,Merchant_A,Adyen,card,CO,0,21,16,11,5,0.6875,117708.44,False
L1_FULL,Merchant_A,Adyen,card,CO,0,22,4,4,0,1.0,158903.69,False
L1_FULL,Merchant_A,Adyen,card,CO,0,23,4,4,0,1.0,133293.45,False
L1_FULL,Merchant_A,Adyen,card,CO,1,0,10,10,0,1.0,124060.89,False
L1_FULL,Merchant_A,Adyen,card,CO,1,1,1,1,0,1.0,121861.04,False
L1_FULL,Merchant_A,Adyen,card,CO,1,2,4,4,0,1.0,137665.23,False
L1_FULL,Merchant_A,Adyen,card,CO,1,3,2,1,1,0.5,115972.82,False
L1_FULL,Merchant_A,Adyen,card,CO,1,4,3,3,0,1.0,137125.05,False
L1_FULL,Merchant_A,Adyen,card,CO,1,5,6,6,0,1.0,150248.59,False
L1_FULL,Merchant_A,Adyen,card,CO,1,6,13,12,1,0.9231,149732.45,False
L1_FULL,Merchant_A,Adyen,card,CO,1,7,25,25,0,1.0,127420.72,False
L1_FULL,Merchant_A,Adyen,card,CO,1,8,41,37,4,0.9024,117395.57,True
L1_FULL,Merchant_A,Adyen,card,CO,1,9,55,47,8,0.8545,143689.93,True
L1_FULL,Merchant_A,Adyen,card,CO,1,10,74,70,4,0.9459,135763.01,True
L1_FULL,Merchant_A,Adyen,card,CO,1,11,63,56,7,0.8889,124360.13,True
L1_FULL,Merchant_A,Adyen,card,CO,1,12,78,69,9,0.8846,138487.44,True
L1_FULL,Merchant_A,Adyen,card,CO,1,13,66,58,8,0.8788,129546.76,True
L1_FULL,Merchant_A,Adyen,card,CO,1,14,70,60,10,0.8571,109624.55,True
L1_FULL,Merchant_A,Adyen,card,CO,1,15,79,69,10,0.8734,124709.96,True
L1_FULL,Merchant_A,Adyen,card,CO,1,16,56,55,1,0.9821,115931.04,True
L1_FULL,Merchant_A,Adyen,card,CO,1,17,47,43,4,0.9149,111497.36,True
L1_FULL,Merchant_A,Adyen,card,CO,1,18,51,49,2,0.9608,109950.02,True
L1_FULL,Merchant_A,Adyen,card,CO,1,19,39,35,4,0.8974,123211.19,True
L1_FULL,Merchant_A,Adyen,card,CO,1,20,27,23,4,0.8519,126264.54,False
L1_FULL,Merchant_A,Adyen,card,CO,1,21,20,20,0,1.0,144238.41,False
L1_FULL,Merchant_A,Adyen,card,CO,1,22,11,9,2,0.8182,133704.24,False
L1_FULL,Merchant_A,Adyen,card,CO,1,23,6,6,0,1.0,165675.6,False
L1_FULL,Merchant_A,Adyen,card,CO,2,0,5,5,0,1.0,150799.63,False
L1_FULL,Merchant_A,Adyen,card,CO,2,1,2,2,0,1.0,55568.06,False
L1_FULL,Merchant_A,Adyen,card,CO,2,2,5,5,0,1.0,124410.59,False
L1_FULL,Merchant_A,Adyen,card,CO,2,3,2,2,0,1.0,117846.16,False
L1_FULL,Merchant_A,Adyen,card,CO,2,4,3,2,1,0.6667,35147.59,False
L1_FULL,Merchant_A,Adyen,card,CO,2,5,5,4,1,0.8,97063.13,False
L1_FULL,Merchant_A,Adyen,card,CO,2,6,20,19,1,0.95,119288.5,False
L1_FULL,Merchant_A,Adyen,card,CO,2,7,26,24,2,0.9231,134496.89,False
L1_FULL,Merchant_A,Adyen,card,CO,2,8,35,32,3,0.9143,128513.59,True
L1_FULL,Merchant_A,Adyen,card,CO,2,9,56,49,7,0.875,129792.84,True
L1_FULL,Merchant_A,Adyen,card,CO,2,10,56,54,2,0.9643,107392.77,True
L1_FULL,Merchant_A,Adyen,card,CO,2,11,66,63,3,0.9545,107097.47,True
L1_FULL,Merchant_A,Adyen,card,CO,2,12,73,66,7,0.9041,123155.53,True
L1_FULL,Merchant_A,Adyen,card,CO,2,13,78,67,11,0.859,125089.53,True
L1_FULL,Merchant_A,Adyen,card,CO,2,14,67,61,6,0.9104,136399.98,True
L1_FULL,Merchant_A,Adyen,card,CO,2,15,67,60,7,0.8955,126366.16,True
L1_FULL,Merchant_A,Adyen,card,CO,2,16,54,47,7,0.8704,136378.64,True
L1_FULL,Merchant_A,Adyen,card,CO,2,17,56,47,9,0.8393,136155.41,True
L1_FULL,Merchant_A,Adyen,card,CO,2,18,56,53,3,0.9464,119321.24,True
L1_FULL,Merchant_A,Adyen,card,CO,2,19,61,53,8,0.8689,104501.82,True
L1_FULL,Merchant_A,Adyen,card,CO,2,20,18,17,1,0.9444,126741.79,False
L1_FULL,Merchant_A,Adyen,card,CO,2,21,19,16,3,0.8421,120420.51,False
L1_FULL,Merchant_A,Adyen,card,CO,2,22,8,8,0,1.0,136030.27,False
L1_FULL,Merchant_A,Adyen,card,CO,2,23,9,5,4,0.5556,97463.59,False
L1_FULL,Merchant_A,Adyen,card,CO,3,0,4,3,1,0.75,113027.39,False
L1_FULL,Merchant_A,Adyen,card,CO,3,1,3,2,1,0.6667,128793.05,False
L1_FULL,Merchant_A,Adyen,card,CO,3,2,4,4,0,1.0,142113.79,False
L1_FULL,Merchant_A,Adyen,card,CO,3,3,6,5,1,0.8333,133032.55,False
L1_FULL,Merchant_A,Adyen,card,CO,3,4,5,5,0,1.0,143967.72,False
L1_FULL,Merchant_A,Adyen,card,CO,3,5,4,3,1,0.75,187038.54,False
L1_FULL,Merchant_A,Adyen,card,CO,3,6,18,17,1,0.9444,123434.04,False
L1_FULL,Merchant_A,Adyen,card,CO,3,7,26,26,0,1.0,142613.28,False
L1_FULL,Merchant_A,Adyen,card,CO,3,8,52,48,4,0.9231,116723.23,True
L1_FULL,Merchant_A,Adyen,card,CO,3,9,61,57,4,0.9344,112234.54,True
L1_FULL,Merchant_A,Adyen,card,CO,3,10,66,57,9,0.8636,128294.57,True
L1_FULL,Merchant_A,Adyen,card,CO,3,11,74,71,3,0.9595,127634.55,True
L1_FULL,Merchant_A,Adyen,card,CO,3,12,71,66,5,0.9296,125277.54,True
L1_FULL,Merchant_A,Adyen,card,CO,3,13,66,57,9,0.8636,126754.2,True
L1_FULL,Merchant_A,Adyen,card,CO,3,14,65,63,2,0.9692,120764.73,True
L1_FULL,Merchant_A,Adyen,card,CO,3,15,64,58,6,0.9062,137452.86,True
L1_FULL,Merchant_A,Adyen,card,CO,3,16,51,46,5,0.902,123064.15,True
L1_FULL,Merchant_A,Adyen,card,CO,3,17,67,62,5,0.9254,119379.39,True
L1_FULL,Merchant_A,Adyen,card,CO,3,18,37,35,2,0.9459,130578.11,True
L1_FULL,Merchant_A,Adyen,card,CO,3,19,56,53,3,0.9464,112002.21,True
L1_FULL,Merchant_A,Adyen,card,CO,3,20,33,30,3,0.9091,129248.56,True
L1_FULL,Merchant_A,Adyen,card,CO,3,21,20,17,3,0.85,105027.84,False
L1_FULL,Merchant_A,Adyen,card,CO,3,22,10,9,1,0.9,107771.34,False
L1_FULL,Merchant_A,Adyen,card,CO,3,23,6,6,0,1.0,136385.29,False
L1_FULL,Merchant_A,Adyen,card,CO,4,0,8,5,3,0.625,155394.38,False
L1_FULL,Merchant_A,Adyen,card,CO,4,1,5,4,1,0.8,105946.82,False
L1_FULL,Merchant_A,Adyen,card,CO,4,2,1,1,0,1.0,56367.7,False
L1_FULL,Merchant_A,Adyen,card,CO,4,3,1,1,0,1.0,112992.96,False
L1_FULL,Merchant_A,Adyen,card,CO,4,4,4,4,0,1.0,142834.87,False
L1_FULL,Merchant_A,Adyen,card,CO,4,5,8,7,1,0.875,99722.42,False
L1_FULL,Merchant_A,Adyen,card,CO,4,6,11,11,0,1.0,104465.25,False
L1_FULL,Merchant_A,Adyen,card,CO,4,7,18,17,1,0.9444,105418.39,False
